iter	MultiClass
153	1.062604888
154	1.060812973
155	1.058785335
156	1.056899796
157	1.054804646
158	1.052861356
159	1.050983627
160	1.049116602
161	1.047513756
162	1.045589707
163	1.043804378
164	1.041953831
165	1.040217534
166	1.039019178
167	1.036930709
168	1.035200347
169	1.034116189
170	1.032418955
171	1.030859522
172	1.029141343
173	1.027654336
174	1.025947294
175	1.023972551
176	1.022132619
177	1.020377967
178	1.018832636
179	1.017226479
180	1.015572529
181	1.014254826
182	1.012361434
183	1.010819923
184	1.009149559
185	1.008263639
186	1.007297502
187	1.005741803
188	1.004247572
189	1.002426859
190	1.001753473
191	0.9998862414
192	0.9983093244
193	0.9968158522
194	0.995315791
195	0.9942787395
196	0.9926605797
197	0.9911647656
198	0.989713518
199	0.9880787509
200	0.986376534
201	0.9848639648
202	0.9838090992
203	0.9823280445
204	0.9806740628
205	0.9796656663
206	0.978958587
207	0.9773123448
208	0.9760242691
209	0.9745210196
210	0.9729965929
211	0.9715994701
212	0.9700339109
213	0.9695060112
214	0.968005145
215	0.9670400092
216	0.966510154
217	0.9651311247
218	0.9637233167
219	0.9628903976
220	0.9618184526
221	0.960473315
222	0.9589739787
223	0.9576383281
224	0.9569000995
225	0.9553209957
226	0.95464303
227	0.9530962897
228	0.9517328575
229	0.9512807896
230	0.9499736624
231	0.9486237746
232	0.9470939532
233	0.9457184076
234	0.9450421236
235	0.9434657703
236	0.9418272224
237	0.9405508585
238	0.9392616065
239	0.9386255519
240	0.9372850613
241	0.9361324591
242	0.9355669041
243	0.9341506167
244	0.9326930032
245	0.9312418082
246	0.9301091049
247	0.9289159368
248	0.9275326055
249	0.9267197172
250	0.9255598285
251	0.9241632688
252	0.9227690217
253	0.9217895021
254	0.9203618807
255	0.9199063801
256	0.9186470449
257	0.9172283838
258	0.9159211027
259	0.9155172924
260	0.9141450747
261	0.9128266698
262	0.9115058543
263	0.9103905895
264	0.9090569769
265	0.9079614028
266	0.906571578
267	0.9053270729
268	0.9040213226
269	0.9030181503
270	0.9019992316
271	0.9011056211
272	0.8998188442
273	0.898749816
274	0.8974340047
275	0.8961156994
276	0.8949901678
277	0.8937543786
278	0.8926838708
279	0.8916176786
280	0.8904818417
281	0.8900749033
282	0.8889986724
283	0.8876415012
284	0.8872288154
285	0.8858726841
286	0.8846551836
287	0.8844012756
288	0.8834501254
289	0.882231785
290	0.8811436336
291	0.8802757847
292	0.8790081612
293	0.878599021
294	0.8776030301
295	0.8764656613
296	0.8755181175
297	0.8742372682
298	0.8727850045
299	0.8718881837
300	0.8706592525
301	0.8693661895
302	0.8685011646
303	0.8673073218
304	0.8662404885
305	0.8650304566
306	0.8638297708
307	0.8627729861
308	0.8624211576
309	0.8617690171
310	0.8605525372
311	0.8596243543
312	0.8585737335
313	0.8576064616
314	0.8570542787
315	0.8557731457
316	0.8546433548
317	0.8537594405
318	0.8527976453
319	0.8518202581
320	0.8507767061
321	0.8499298412
322	0.8489811321
323	0.8480078633
324	0.8469536185
325	0.8459006932
326	0.8448973768
327	0.84429256
328	0.8434932684
329	0.8426043724
330	0.8416512383
331	0.8406494445
332	0.8395162824
333	0.838478193
334	0.8373429438
335	0.8371601315
336	0.836011123
337	0.8351714839
338	0.834071169
339	0.8331588062
340	0.832572893
341	0.8316362253
342	0.8306822615
343	0.8302462583
344	0.8298306427
345	0.8287184078
346	0.8279928317
347	0.8269943342
348	0.8258544255
349	0.8247218155
350	0.8239086074
351	0.8236404905
352	0.8226601084
353	0.8216365425
354	0.8205797027
355	0.8196174182
356	0.8189524882
357	0.8180202785
358	0.8175806016
359	0.8165325189
360	0.815755674
361	0.8149296223
362	0.8139945169
363	0.813130172
364	0.8119915313
365	0.8110224881
366	0.8107142102
367	0.8097228194
368	0.8086413191
369	0.8076576556
370	0.8065655219
371	0.8057901433
372	0.8051669644
373	0.80431005
374	0.8032795572
375	0.8022886449
376	0.8016350969
377	0.8013637082
378	0.8003056734
379	0.7994634315
380	0.79892619
381	0.7987332425
382	0.7978152342
383	0.7967791677
384	0.7957342985
385	0.7949425936
386	0.7937617543
387	0.7928647861
388	0.7918608235
389	0.7909737877
390	0.7899324072
391	0.7891062145
392	0.7882719498
393	0.7875408114
394	0.7865482962
395	0.7856711773
396	0.7855514773
397	0.7848083305
398	0.7838957548
399	0.7830006015
400	0.7821323634
401	0.7811140836
402	0.7802763983
403	0.7793878094
404	0.778346441
405	0.7774672021
406	0.7764791957
407	0.7757289001
408	0.7755580944
409	0.7748984931
410	0.7747401614
411	0.7738277878
412	0.7730014318
413	0.7721306279
414	0.7714491667
415	0.7704715145
416	0.7696983234
417	0.7695958533
418	0.7687009496
419	0.7678314715
420	0.7670181554
421	0.7660371047
422	0.7651154136
423	0.7643655463
424	0.7636991889
425	0.762801916
426	0.7621268056
427	0.7620304754
428	0.7611418304
429	0.7603438489
430	0.7594932324
431	0.7592311785
432	0.7589728933
433	0.7580561057
434	0.7574212966
435	0.7567533852
436	0.7558781859
437	0.7557021331
438	0.7551897452
439	0.7544901175
440	0.7537062811
441	0.7531687114
442	0.7529159074
443	0.7521502478
444	0.751545171
445	0.7507881878
446	0.750059067
447	0.7497545673
448	0.7488913732
449	0.7480181026
450	0.74730695
451	0.7465522927
452	0.7464732476
453	0.746238083
454	0.7454801011
455	0.7446165804
456	0.7439663967
457	0.7433131337
458	0.7426026243
459	0.7418167667
460	0.7408448071
461	0.7401933946
462	0.7394388117
463	0.7388074644
464	0.7386373718
465	0.7378904596
466	0.7370632104
467	0.7361670929
468	0.7353235897
469	0.7344292015
470	0.7337378063
471	0.7331768435
472	0.7323081802
473	0.7315517009
474	0.7306563803
475	0.7296900532
476	0.7293112999
477	0.7287481871
478	0.7277397154
479	0.7270645685
480	0.7263930599
481	0.7256957576
482	0.7247680829
483	0.7239462902
484	0.7232183488
485	0.7226730938
486	0.7220172935
487	0.721139061
488	0.7207562066
489	0.7199240959
490	0.7194949999
491	0.7186008594
492	0.7185273764
493	0.7178472465
494	0.7170296374
495	0.7163049213
496	0.7156226608
497	0.7150913527
498	0.7143360751
499	0.713457857
500	0.7128293043
501	0.7121115615
502	0.711417031
503	0.7106516738
504	0.7099667614
505	0.7098204241
506	0.7088768011
507	0.7083112455
508	0.7079183347
509	0.7073549002
510	0.7066268679
511	0.7060758562
512	0.7057960901
513	0.7049812195
514	0.7041448502
515	0.703606192
516	0.702882113
517	0.7023200642
518	0.701786637
519	0.7010517172
520	0.7003376571
521	0.6999145859
522	0.6998626954
523	0.6991619961
524	0.6984746424
525	0.6977308591
526	0.697093491
527	0.6969281487
528	0.6961920744
529	0.6954444484
530	0.6948777244
531	0.6942997134
532	0.6937612156
533	0.6930523363
534	0.6925102096
535	0.691812559
536	0.6911759919
537	0.6906564114
538	0.6898540607
539	0.6893350214
540	0.6892459922
541	0.6885814863
542	0.6880450748
543	0.6876254764
544	0.6875758369
545	0.6868913005
546	0.6862103834
547	0.6856434001
548	0.6850595561
549	0.6843475726
550	0.6839341238
551	0.6832374763
552	0.6826824597
553	0.6819128079
554	0.6812222077
555	0.6804507293
556	0.6795987443
557	0.6789531716
558	0.6781387749
559	0.6773835286
560	0.6767298958
561	0.6760896304
562	0.6753398478
563	0.6748165182
564	0.6741164843
565	0.6735782954
566	0.6729910144
567	0.6724564238
568	0.6717680691
569	0.6711090636
570	0.6703362268
571	0.6697282246
572	0.66897338
573	0.6682821126
574	0.6677810667
575	0.6670680551
576	0.666507639
577	0.6657094631
578	0.6652356819
579	0.6646710669
580	0.663928938
581	0.6633732747
582	0.6626791224
583	0.661991907
584	0.6611829201
585	0.6605429149
586	0.6599235534
587	0.6593286608
588	0.6587553554
589	0.6580786525
590	0.6573508504
591	0.6569137413
592	0.6561312268
593	0.6555645828
594	0.6550183788
595	0.6544128549
596	0.6537781214
597	0.6531088065
598	0.6525168575
599	0.6518871995
600	0.6515050729
601	0.6509767009
602	0.6502416597
603	0.6497769946
604	0.6491881051
605	0.6483898521
606	0.6476813255
607	0.6469259596
608	0.6462762941
609	0.6456329536
610	0.6449544194
611	0.644514733
612	0.643858959
613	0.6434040621
614	0.6426861642
615	0.6421364208
616	0.6415357958
617	0.6409006444
618	0.6400949497
619	0.6394616804
620	0.6388828337
621	0.6384051131
622	0.6379719394
623	0.6373738213
624	0.6366488307
625	0.6361438944
626	0.6357059545
627	0.6351079207
628	0.6345715505
629	0.6338179697
630	0.6332258514
631	0.6328298861
632	0.6324290865
633	0.631739604
634	0.6312740679
635	0.6312329466
636	0.6311617894
637	0.6305983983
638	0.6300696302
639	0.6297144048
640	0.6293949727
641	0.6288682167
642	0.6283520142
643	0.6275900239
644	0.6269968746
645	0.6265600999
646	0.6261540106
647	0.6253532488
648	0.6247777237
649	0.6242143504
650	0.6235567876
651	0.6230552536
652	0.6224030748
653	0.6220128086
654	0.6215844002
655	0.6212052144
656	0.6206008613
657	0.6199861306
658	0.6191681381
659	0.6186034906
660	0.6180204971
661	0.6174214959
662	0.616725642
663	0.6160465247
664	0.6154679696
665	0.6148590016
666	0.6142408371
667	0.6134872541
668	0.6128404335
669	0.6122705456
670	0.6116848004
671	0.6109296276
672	0.6103525292
673	0.6096713429
674	0.6090587932
675	0.6083140974
676	0.607862706
677	0.6073882428
678	0.6067820165
679	0.6062788395
680	0.6057345262
681	0.6050447287
682	0.6045152063
683	0.6039257059
684	0.6033072851
685	0.6028545687
686	0.6021631153
687	0.6017203204
688	0.6013424987
689	0.600994919
690	0.6003665884
691	0.5997653551
692	0.5989984761
693	0.598312701
694	0.5977113276
695	0.5972415352
696	0.5967744265
697	0.5962377324
698	0.5955878198
699	0.5951606969
700	0.5947015622
701	0.5940941583
702	0.5935162699
703	0.5928652805
704	0.5921947035
705	0.5917868049
706	0.5912014976
707	0.5909943291
708	0.5903251826
709	0.58990364
710	0.5894891958
711	0.5888531492
712	0.5881842609
713	0.5876918388
714	0.5871086217
715	0.5864677708
716	0.5859123898
717	0.5853460697
718	0.5847402034
719	0.5842853189
720	0.5837052237
721	0.5831308594
722	0.5825839914
723	0.5819982789
724	0.5812838835
725	0.5805885239
726	0.5799914769
727	0.5794669334
728	0.5788947752
729	0.5783155301
730	0.5776796749
731	0.5771053861
732	0.5764509344
733	0.5759629389
734	0.5753042912
735	0.5747508202
736	0.5741732023
737	0.573573545
738	0.5730811173
739	0.5725327443
740	0.5719914137
741	0.5716955268
742	0.5711809056
743	0.5708439108
744	0.5702550249
745	0.5697139977
746	0.5692256988
747	0.5688375722
748	0.5681492265
749	0.567501097
750	0.5669075947
751	0.56645518
752	0.565835622
753	0.56540106
754	0.5647603997
755	0.5641253933
756	0.5636027441
757	0.5632044203
758	0.5627755644
759	0.5620993584
760	0.5614846467
761	0.5610321669
762	0.5606387769
763	0.5600550668
764	0.5595299789
765	0.5590844623
766	0.5585552138
767	0.5579396868
768	0.5572070872
769	0.5567493263
770	0.5563869823
771	0.5558569941
772	0.5553986388
773	0.5548376852
774	0.5541984091
775	0.5538114686
776	0.5534462544
777	0.5529761013
778	0.5523880038
779	0.5518320494
780	0.5515340634
781	0.5510080099
782	0.5505602389
783	0.5502973453
784	0.5497733487
785	0.5491929223
786	0.548571949
787	0.5479853391
788	0.547519861
789	0.5470611604
790	0.5464717895
791	0.5459034186
792	0.545337618
793	0.5449105915
794	0.5445445867
795	0.5439556365
796	0.5433632813
797	0.54272228
798	0.5421964541
799	0.5416319943
800	0.5410006505
801	0.5405184932
802	0.5400243341
803	0.5395050536
804	0.5389473661
805	0.5383364906
806	0.5377415154
807	0.537211536
808	0.5366176349
809	0.5361126924
810	0.5356746848
811	0.5351949106
812	0.5346502698
813	0.5340795041
814	0.5335253937
815	0.5329490967
816	0.5325222606
817	0.532031137
818	0.53151318
819	0.5309875359
820	0.5304413027
821	0.529877595
822	0.5292997272
823	0.5286481322
824	0.52805802
825	0.5278790156
826	0.5272763403
827	0.5266773646
828	0.5260803764
829	0.5254704757
830	0.5249324787
831	0.5244726214
832	0.5238997536
833	0.5235320855
834	0.5229664066
835	0.5224929213
836	0.521997217
837	0.5213814039
838	0.5208920689
839	0.5203762878
840	0.5199197224
841	0.5194393281
842	0.5191096125
843	0.5185992557
844	0.5180724809
845	0.5175814198
846	0.5169512825
847	0.5164592957
848	0.5159705531
849	0.5154225228
850	0.5149067312
851	0.5145531555
852	0.5140542005
853	0.5134872314
854	0.5129717723
855	0.5124508892
856	0.5118821331
857	0.5112797028
858	0.510599512
859	0.5100354792
860	0.5095516806
861	0.5090673128
862	0.5084950151
863	0.5079354612
864	0.5073982535
865	0.5067879754
866	0.5062241385
867	0.5058650488
868	0.505520423
869	0.5049752324
870	0.5046067966
871	0.5042641871
872	0.5038118851
873	0.5033140663
874	0.5028748701
875	0.5023761717
876	0.5020147548
877	0.5016122253
878	0.5013361431
879	0.5008411958
880	0.5004086294
881	0.499847339
882	0.4992448371
883	0.4986602595
884	0.4982429391
885	0.4978315485
886	0.4973560164
887	0.4969538765
888	0.4963956905
889	0.4961009134
890	0.4955429574
891	0.4950139353
892	0.4944584084
893	0.4939663221
894	0.4934529462
895	0.4930511399
896	0.4925385773
897	0.4920091591
898	0.4916471259
899	0.4912180135
900	0.4907048442
901	0.4901929281
902	0.4897291778
903	0.4891863939
904	0.4887768787
905	0.4883148576
906	0.4878072624
907	0.4872471933
908	0.4867760287
909	0.4862459943
910	0.4858670335
911	0.4853051552
912	0.4848681308
913	0.4844414819
914	0.4839644448
915	0.4836635324
916	0.4832421878
917	0.4827171871
918	0.4822178547
919	0.4817772362
920	0.4813209803
921	0.4808880319
922	0.4804380292
923	0.4801064856
924	0.4795582046
925	0.4790573787
926	0.4785293317
927	0.4779773894
928	0.4774429111
929	0.4769333448
930	0.4764678595
931	0.4760164176
932	0.4755289997
933	0.4751366482
934	0.4748596771
935	0.4745191193
936	0.4740841375
937	0.4735913098
938	0.4731030278
939	0.472667166
940	0.4723049406
941	0.4719779713
942	0.4715693798
943	0.4712028535
944	0.4707574769
945	0.4704010676
946	0.4700197621
947	0.469522932
948	0.4690964229
949	0.4685707124
950	0.4680551715
951	0.4675951859
952	0.4672492558
953	0.4668279812
954	0.466322754
955	0.466055089
956	0.4655981157
957	0.4652167199
958	0.4647244462
959	0.464236321
960	0.4639010799
961	0.463513252
962	0.4631851741
963	0.4627939486
964	0.4623081741
965	0.4618344418
966	0.461464776
967	0.4611216681
968	0.4606669763
969	0.4602104773
970	0.4597592358
971	0.459411129
972	0.4591407712
973	0.4587310113
974	0.4584302693
975	0.4578822835
976	0.4573994708
977	0.457046252
978	0.4566651588
979	0.4561625226
980	0.4556786863
981	0.4552924782
982	0.4549997544
983	0.4545514971
984	0.4540685009
985	0.4537224162
986	0.4533970999
987	0.4529650298
988	0.4525800084
989	0.4520808281
990	0.4516367227
991	0.4512510349
992	0.4507655682
993	0.4503440361
994	0.4499455599
995	0.4494841659
996	0.449036922
997	0.4487073008
998	0.448256769
999	0.4478422695
